Text,Keyword,Color,Emotion,Sentiment
The employees were innovative and creative.,innovative,Pink,Love,positive
The baby was lovable and adorable.,lovable,Pink,Love,positive
The bride was magnetic and charming.,magnetic,Pink,Love,positive
The team was passionate about their sport.,passionate,Pink,Love,positive
The children were spirited and lively.,spirited,Pink,Love,positive
The couple was united in their love.,united,Pink,Love,positive
The students were vibrant and energetic.,vibrant,Pink,Love,positive
The family was warm-hearted and welcoming.,warm-hearted,Pink,Love,positive
I'm feeling apprehensive today.,apprehensive,Black,Fear,Negative
She was terrified of the dark.,terrified,Black,Fear,Negative
He was panicked by the sudden noise.,panicked,Black,Fear,Negative
The children were scared of the monster under the bed.,scared,Black,Fear,Negative
I dread the thought of public speaking.,dread,Black,Fear,Negative
They were petrified by the sight of the snake.,petrified,Black,Fear,Negative
The audience was alarmed by the fire.,alarmed,Black,Fear,Negative
He was anxious about the future.,anxious,Black,Fear,Negative
She was worried about her health.,worried,Black,Fear,Negative
The team was nervous before the game.,nervous,Black,Fear,Negative
The atmosphere was tense during the storm.,tense,Black,Fear,Negative
The couple was uneasy about the situation.,uneasy,Black,Fear,Negative
The students were frightened by the loud noise.,frightened,Black,Fear,Negative
The weather was ominous on the day of the hurricane.,ominous,Black,Fear,Negative
The guests were concerned about the safety of the building.,concerned,Black,Fear,Negative
The family was afraid of the intruder.,afraid,Black,Fear,Negative
The employees were jittery about the upcoming layoffs.,jittery,Black,Fear,Negative
The baby was startled by the loud noise.,startled,Black,Fear,Negative
The bride was anxious about the wedding.,anxious,Black,Fear,Negative
The team was worried about the competition.,worried,Black,Fear,Negative
The children were fearful of the dark.,fearful,Black,Fear,Negative
The couple was worried about the future.,worried,Black,Fear,Negative
The students were appalled by the news.,appalled,Black,Fear,Negative
The family was panicked by the earthquake.,panicked,Black,Fear,Negative
The guests were uneasy about the safety of the food.,uneasy,Black,Fear,Negative
The employees were fearful of losing their jobs.,fearful,Black,Fear,Negative
The baby was frightened by the loud noise.,frightened,Black,Fear,Negative
The bride was nervous about the ceremony.,nervous,Black,Fear,Negative
The team was anxious about the outcome.,anxious,Black,Fear,Negative
The children were terrified of the thunderstorm.,terrified,Black,Fear,Negative
The couple was scared of the dark.,scared,Black,Fear,Negative
The students were alarmed by the test results.,alarmed,Black,Fear,Negative
The family was worried about the hurricane.,worried,Black,Fear,Negative
The guests were fearful of the storm.,fearful,Black,Fear,Negative
The employees were anxious about the meeting.,anxious,Black,Fear,Negative
The baby was scared of the stranger.,scared,Black,Fear,Negative
The bride was concerned about the weather.,concerned,Black,Fear,Negative
The team was frightened by the opponent.,frightened,Black,Fear,Negative
The children were nervous about the exam.,nervous,Black,Fear,Negative
The couple was worried about the finances.,worried,Black,Fear,Negative
The students were terrified by the fire drill.,terrified,Black,Fear,Negative
The family was anxious about the surgery.,anxious,Black,Fear,Negative
The guests were fearful of the accident.,fearful,Black,Fear,Negative
The employees were worried about the deadline.,worried,Black,Fear,Negative
The baby was frightened by the dog.,frightened,Black,Fear,Negative
The bride was nervous about the reception.,nervous,Black,Fear,Negative
The team was scared of the injury.,scared,Black,Fear,Negative
The children were anxious about the trip.,anxious,Black,Fear,Negative
The couple was worried about the in-laws.,worried,Black,Fear,Negative
The students were fearful of the bully.,fearful,Black,Fear,Negative
The family was terrified of the intruder.,terrified,Black,Fear,Negative
The guests were nervous about the speech.,nervous,Black,Fear,Negative
The employees were worried about the budget.,worried,Black,Fear,Negative
The baby was scared of the clown.,scared,Black,Fear,Negative
The bride was anxious about the dress.,anxious,Black,Fear,Negative
The team was frightened by the coach.,frightened,Black,Fear,Negative
The children were worried about the test.,worried,Black,Fear,Negative
The couple was terrified of the storm.,terrified,Black,Fear,Negative
The students were nervous about the presentation.,nervous,Black,Fear,Negative
The family was fearful of the disease.,fearful,Black,Fear,Negative
I'm feeling jealous today.,jealous,Green,Envy,Negative
She was covetous of her friend's success.,covetous,Green,Envy,Negative
He was envious of his neighbor's new car.,envious,Green,Envy,Negative
The children were green-eyed with envy over their classmate's toy.,green-eyed,Green,Envy,Negative
I resent the fact that you got the promotion.,resent ,Green,Envy,Negative
They were invidious of their colleague's popularity.,invidious,Green,Envy,Negative
The audience was malicious towards the performer.,malicious,Green,Envy,Negative
He was spiteful after being rejected.,spiteful,Green,Envy,Negative
She was resentful of her sister's beauty.,resentful,Green,Envy,Negative
The team was bitter about their loss.,bitter,Green,Envy,Negative
The atmosphere was hostile after the argument.,hostile,Green,Envy,Negative
The couple was grudging towards their exes.,grudging,Green,Envy,Negative
The students were discontented with their grades.,discontented,Green,Envy,Negative
The weather was malignant on the day of the picnic.,malignant,Green,Envy,Negative
The guests were displeased with the food and service.,displeased,Green,Envy,Negative
The family was sour about their relative's success.,sour,Green,Envy,Negative
The employees were envious of their coworker's promotion.,envious,Green,Envy,Negative
The baby was jealous of the attention given to the new baby.,jealous,Green,Envy,Negative
The bride was resentful of her bridesmaid's dress.,resentful,Green,Envy,Negative
The team was covetous of their opponent's trophy.,covetous,Green,Envy,Negative
The children were envious of their friend's birthday presents.,envious,Green,Envy,Negative
The couple was jealous of their friends' relationship.,jealous,Green,Envy,Negative
The students were displeased with the teacher's grading.,displeased,Green,Envy,Negative
The family was resentful of their neighbor's new house.,resentful,Green,Envy,Negative
The guests were envious of the host's wealth.,envious,Green,Envy,Negative
The employees were jealous of their coworker's popularity.,jealous,Green,Envy,Negative
The baby was covetous of the toy.,covetous,Green,Envy,Negative
The bride was envious of her sister's wedding.,envious,Green,Envy,Negative
The team was displeased with the referee's decision.,discontented,Green,Envy,Negative
The children were jealous of their sibling's attention.,jealous,Green,Envy,Negative
The couple was envious of their friends' vacation.,envious,Green,Envy,Negative
The students were discontented with the school's facilities.,discontented,Green,Envy,Negative
The family was sour about their relative's inheritance.,sour,Green,Envy,Negative
The guests were jealous of the host's success.,jealous,Green,Envy,Negative
The employees were envious of their coworker's salary.,envious,Green,Envy,Negative
The baby was jealous of the pet.,jealous,Green,Envy,Negative
The bride was resentful of her mother-in-law's interference.,resentful,Green,Envy,Negative
The team was covetous of their opponent's coach.,covetous,Green,Envy,Negative
The children were envious of their friend's talent.,envious,Green,Envy,Negative
The couple was jealous of their friends' happiness.,jealous,Green,Envy,Negative
The students were displeased with the course content.,displeased,Green,Envy,Negative
The family was resentful of their neighbor's garden.,resentful,Green,Envy,Negative
The guests were envious of the host's lifestyle.,envious,Green,Envy,Negative
The employees were jealous of their coworker's work-life balance.,jealous,Green,Envy,Negative
The baby was covetous of the pacifier.,covetous,Green,Envy,Negative
The bride was envious of her friend's engagement ring.,envious,Green,Envy,Negative
The team was displeased with the coach's strategy.,displeased,Green,Envy,Negative
The children were jealous of their friend's popularity.,jealous,Green,Envy,Negative
The couple was envious of their friends' new car.,envious,Green,Envy,Negative
The students were discontented with the school's policies.,discontented,Green,Envy,Negative
The family was sour about their relative's promotion.,sour,Green,Envy,Negative
The guests were jealous of the host's relationship.,jealous,Green,Envy,Negative
The employees were envious of their coworker's recognition.,envious,Green,Envy,Negative
The baby was jealous of the attention given to the stuffed animal.,jealous,Green,Envy,Negative
The bride was resentful of her mother's criticism.,resentful,Green,Envy,Negative
The team was covetous of their opponent's equipment.,covetous,Green,Envy,Negative
The children were envious of their friend's vacation.,envious,Green,Envy,Negative
The couple was jealous of their friends' new house.,jealous,Green,Envy,Negative
The students were displeased with the school's administration.,displeased,Green,Envy,Negative
The family was resentful of their neighbor's car.,resentful,Green,Envy,Negative
I'm feeling a sense of tranquility today.,tranquility,LightBlue,Calmness,Neutral
She was serene in the face of adversity.,serene,LightBlue,Calmness,Neutral
He was composed during the interview.,composed,LightBlue,Calmness,Neutral
The children were quiet during the meditation session.,quiet,LightBlue,Calmness,Neutral
I relax when I'm surrounded by nature.,relax,LightBlue,Calmness,Neutral
They were at ease in each other's company.,at ease,LightBlue,Calmness,Neutral
The audience was placid during the performance.,placid,LightBlue,Calmness,Neutral
He was collected during the crisis.,collected,LightBlue,Calmness,Neutral
She was unruffled by the chaos around her.,unruffled,LightBlue,Calmness,Neutral
The team was cool-headed during the game.,cool-headed,LightBlue,Calmness,Neutral
The atmosphere was peaceful at the beach.,peaceful,LightBlue,Calmness,Neutral
The couple was harmonious in their relationship.,harmonious,LightBlue,Calmness,Neutral
The students were calm during the exam.,calm,LightBlue,Calmness,Neutral
The weather was still on the day of the picnic.,still,LightBlue,Calmness,Neutral
The guests were content with the food and service.,content,LightBlue,Calmness,Neutral
The family was soothed by the music.,soothed,LightBlue,Calmness,Neutral
The employees were relieved after the deadline.,relieved,LightBlue,Calmness,Neutral
The baby was quiet during the nap.,quiet,LightBlue,Calmness,Neutral
The bride was composed during the ceremony.,composed,LightBlue,Calmness,Neutral
The team was steady during the competition.,steady,LightBlue,Calmness,Neutral
The children were peaceful as they slept.,peaceful,LightBlue,Calmness,Neutral
The couple was relaxed on the beach.,relaxed,LightBlue,Calmness,Neutral
The students were focused during the lecture.,focused,LightBlue,Calmness,Neutral
The family was restful during the vacation.,restful,LightBlue,Calmness,Neutral
The guests were pleased with the accommodations.,pleased,LightBlue,Calmness,Neutral
The employees were satisfied with the outcome.,satisfied,LightBlue,Calmness,Neutral
The baby was asleep in the crib.,asleep,LightBlue,Calmness,Neutral
The bride was graceful during the dance.,graceful,LightBlue,Calmness,Neutral
The team was confident before the game.,confident,LightBlue,Calmness,Neutral
The children were happy as they played.,happy,LightBlue,Calmness,Neutral
The couple was blissful on their honeymoon.,blissful,LightBlue,Calmness,Neutral
The students were attentive during the presentation.,attentive,LightBlue,Calmness,Neutral
The family was comfortable in their new home.,comfortable,LightBlue,Calmness,Neutral
The guests were delighted with the entertainment.,delighted,LightBlue,Calmness,Neutral
The employees were motivated by the project.,motivated,LightBlue,Calmness,Neutral
The baby was cozy in the blanket.,cozy,LightBlue,Calmness,Neutral
The bride was radiant on her wedding day.,radiant,LightBlue,Calmness,Neutral
The team was optimistic about the future.,optimistic,LightBlue,Calmness,Neutral
The children were smiling as they drew.,smiling,LightBlue,Calmness,Neutral
The couple was happy in their relationship.,happy,LightBlue,Calmness,Neutral
The students were engaged in the discussion.,engaged,LightBlue,Calmness,Neutral
The family was joyful during the reunion.,joyful,LightBlue,Calmness,Neutral
The guests were amused by the jokes.,amused,LightBlue,Calmness,Neutral
The employees were enthusiastic about the training.,enthusiastic,LightBlue,Calmness,Neutral
The baby was giggling as she played.,giggling,LightBlue,Calmness,Neutral
The bride was beautiful in her dress.,beautiful,LightBlue,Calmness,Neutral
The team was victorious in the game.,victorious,LightBlue,Calmness,Neutral
The children were laughing as they watched cartoons.,laughing,LightBlue,Calmness,Neutral
The couple was in love with each other.,in love,LightBlue,Calmness,Neutral
The students were inspired by the speaker.,inspired,LightBlue,Calmness,Neutral
The family was happy to be together.,happy,LightBlue,Calmness,Neutral
The guests were grateful for the invitation.,graceful,LightBlue,Calmness,Neutral
The employees were proud of their work.,proud,LightBlue,Calmness,Neutral
The baby was smiling at her mother.,smiling,LightBlue,Calmness,Neutral
The bride was elegant in her veil.,elegant,LightBlue,Calmness,Neutral
The team was celebrating their victory.,celebrating,LightBlue,Calmness,Neutral
The children were playing in the park.,playing,LightBlue,Calmness,Neutral
The couple was committed to their relationship.,committed,LightBlue,Calmness,Neutral
The students were passionate about their studies.,passionate,LightBlue,Calmness,Neutral
The family was united in their love.,united,LightBlue,Calmness,Neutral
